Survey,Year,Species Code,Common Name,Scientific Name,Haul Count,Catch Count,Mean Weight CPUE,Var Weight CPUE,Mean Number CPUE,Var Number CPUE,Area Biomass,Area Biomass Var,Min Area Biomass,Max Area Biomass,Area Population,Area Population Var,Min Area Population,Max Area Population,AKFIN Load Date,Summary Area Depth,NMFS Reporting Area,Minimum Depth (m),Maximum Depth (m)
GOA,1996,435,Bering skate,Bathyraja interrupta,32,7,36.75385664,805.6748574,10.19401696,12.32768886,424.2,107406.432,0,1104,117477,1643433530,33399,201555,9/29/2021 10:30,923,Chirikof,201,300
GOA,1996,435,Bering skate,Bathyraja interrupta,33,5,8.656716633,23.79772506,8.200001308,16.57497117,143.9,6606.336913,0,310,136692,4601273593,0,275206,9/29/2021 10:30,941,Yakutat,10,100
GOA,1996,435,Bering skate,Bathyraja interrupta,50,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,952,Southeastern,101,200
GOA,1996,435,Bering skate,Bathyraja interrupta,50,10,7.357314068,6.889776767,7.618945317,4.759859954,215.9,5947.794782,57,375,223997,4109083814,91947,356047,9/29/2021 10:30,942,Yakutat,101,200
GOA,1996,435,Bering skate,Bathyraja interrupta,59,2,3.157459678,5.421038784,1.318888373,0.969101336,121,8041.933832,0,308,51598,1437630153,0,130691,9/29/2021 10:30,931,Kodiak,10,100
GOA,1996,435,Bering skate,Bathyraja interrupta,60,3,1.709080807,1.069249726,1.406804782,0.645707841,24.8,230.3410343,0,55,21032,139100350.8,0,44868,9/29/2021 10:30,912,Shumagin,101,200
GOA,1996,435,Bering skate,Bathyraja interrupta,68,11,11.25391224,15.63069009,9.863558784,12.42632115,268.6,8890.637888,78,459,235844,7068013054,65936,405752,9/29/2021 10:30,922,Chirikof,101,200
GOA,1996,435,Bering skate,Bathyraja interrupta,70,1,0.746136313,0.564807594,0.455972191,0.220627966,19.6,382.8371046,0,60,12229,149545744,0,37200,9/29/2021 10:30,921,Chirikof,10,100
GOA,1996,435,Bering skate,Bathyraja interrupta,102,1,0.565086411,0.31962726,0.262361548,0.06603869,23.3,544.8833227,0,71,10610,112579198.9,0,32340,9/29/2021 10:30,911,Shumagin,10,100
GOA,1996,435,Bering skate,Bathyraja interrupta,109,11,9.531351413,10.99498275,5.376109158,3.200291223,414,20644.64652,121,707,233066,6009002700,74775,391357,9/29/2021 10:30,932,Kodiak,101,200
GOA,1996,440,longnose skate,Raja rhina,6,3,66.99367259,757.4398678,11.50268718,25.1994968,176,5230.266912,0,362,30260,174007337,0,64175,9/29/2021 10:30,944,Yakutat,301,500
GOA,1996,440,longnose skate,Raja rhina,8,1,39.5,1561.714558,14.3,204.0271596,258.7,66926.29509,0,855,93506,8743455593,0,309132,9/29/2021 10:30,951,Southeastern,10,100
GOA,1996,440,longnose skate,Raja rhina,11,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,934,Kodiak,301,500
GOA,1996,440,longnose skate,Raja rhina,12,5,210.2264792,14697.57865,32.31041907,275.902156,655.2,142795.9121,0,1527,100743,2680557182,0,220134,9/29/2021 10:30,954,Southeastern,301,500
GOA,1996,440,longnose skate,Raja rhina,13,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,924,Chirikof,301,500
GOA,1996,440,longnose skate,Raja rhina,16,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,914,Shumagin,301,500
GOA,1996,440,longnose skate,Raja rhina,22,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,913,Shumagin,201,300
GOA,1996,440,longnose skate,Raja rhina,27,7,80.15049712,1276.279804,17.2613129,54.15510192,414.3,34114.2283,12,817,89278,1447534862,6375,172181,9/29/2021 10:30,943,Yakutat,201,300
GOA,1996,440,longnose skate,Raja rhina,28,1,7.850510765,61.30132032,1.16591744,1.450918824,39.6,1564.775522,0,121,6086,37036107.04,0,18677,9/29/2021 10:30,953,Southeastern,201,300
GOA,1996,440,longnose skate,Raja rhina,31,5,72.0845588,1430.246968,9.516843092,19.68184037,828.7,188831.2408,0,1728,109640,2598534675,4171,215109,9/29/2021 10:30,933,Kodiak,201,300
GOA,1996,440,longnose skate,Raja rhina,32,11,203.9807088,3557.10976,24.64080021,36.61128019,2355.4,474206.7646,927,3784,284358,4880736861,139464,429252,9/29/2021 10:30,923,Chirikof,201,300
GOA,1996,440,longnose skate,Raja rhina,33,5,32.1283642,197.1642637,5.667165019,5.682822241,535.8,54733.5323,57,1014,93808,1577572572,12583,175033,9/29/2021 10:30,941,Yakutat,10,100
GOA,1996,440,longnose skate,Raja rhina,50,7,59.75145003,564.4714514,6.998696905,7.980709559,662.4,69350.99978,125,1200,77402,980510503.3,13461,141343,9/29/2021 10:30,952,Southeastern,101,200
GOA,1996,440,longnose skate,Raja rhina,50,15,97.93703773,759.2881321,15.67810247,14.98280346,2877.9,655476.9687,1217,4539,461093,12934329116,227721,694465,9/29/2021 10:30,942,Yakutat,101,200
GOA,1996,440,longnose skate,Raja rhina,59,14,121.800033,1369.085637,12.3139144,11.05219378,4692.6,2030993.789,1517,7868,473855,16395568193,188570,759140,9/29/2021 10:30,931,Kodiak,10,100
GOA,1996,440,longnose skate,Raja rhina,60,2,15.83678613,138.1616839,1.536703543,1.291732703,232.8,29763.21095,0,581,22152,278268995.1,0,55865,9/29/2021 10:30,912,Shumagin,101,200
GOA,1996,440,longnose skate,Raja rhina,68,12,86.23276483,814.2767901,10.50723777,11.08935831,2055.8,463155.4998,680,3431,250906,6307557028,90398,411414,9/29/2021 10:30,922,Chirikof,101,200
GOA,1996,440,longnose skate,Raja rhina,70,11,186.669192,10680.12137,18.93344322,113.0933356,4860,7239185.141,0,10491,493205,76656768813,0,1072693,9/29/2021 10:30,921,Chirikof,10,100
GOA,1996,440,longnose skate,Raja rhina,102,1,1.089809507,1.19118877,0.24217989,0.053924344,45.1,2030.674404,0,137,9588,91927315.71,0,29224,9/29/2021 10:30,911,Shumagin,10,100
GOA,1996,440,longnose skate,Raja rhina,109,31,127.7391799,693.1677899,14.43633939,6.724657362,5535.4,1301521.278,3206,7865,625361,12626502224,395906,854816,9/29/2021 10:30,932,Kodiak,101,200
GOA,1996,455,mud skate,Bathyraja taranetzi,6,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,944,Yakutat,301,500
GOA,1996,455,mud skate,Bathyraja taranetzi,8,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,951,Southeastern,10,100
GOA,1996,455,mud skate,Bathyraja taranetzi,11,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,934,Kodiak,301,500
GOA,1996,455,mud skate,Bathyraja taranetzi,12,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,954,Southeastern,301,500
GOA,1996,455,mud skate,Bathyraja taranetzi,13,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,924,Chirikof,301,500
GOA,1996,455,mud skate,Bathyraja taranetzi,16,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,914,Shumagin,301,500
GOA,1996,455,mud skate,Bathyraja taranetzi,22,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,913,Shumagin,201,300
GOA,1996,455,mud skate,Bathyraja taranetzi,27,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,943,Yakutat,201,300
GOA,1996,455,mud skate,Bathyraja taranetzi,28,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,953,Southeastern,201,300
GOA,1996,455,mud skate,Bathyraja taranetzi,31,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,933,Kodiak,201,300
GOA,1996,455,mud skate,Bathyraja taranetzi,32,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,923,Chirikof,201,300
GOA,1996,455,mud skate,Bathyraja taranetzi,33,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,941,Yakutat,10,100
GOA,1996,455,mud skate,Bathyraja taranetzi,50,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,942,Yakutat,101,200
GOA,1996,455,mud skate,Bathyraja taranetzi,50,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,952,Southeastern,101,200
GOA,1996,455,mud skate,Bathyraja taranetzi,59,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,931,Kodiak,10,100
GOA,1996,455,mud skate,Bathyraja taranetzi,60,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,912,Shumagin,101,200
GOA,1996,455,mud skate,Bathyraja taranetzi,68,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,922,Chirikof,101,200
GOA,1996,455,mud skate,Bathyraja taranetzi,70,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,921,Chirikof,10,100
GOA,1996,455,mud skate,Bathyraja taranetzi,102,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,911,Shumagin,10,100
GOA,1996,455,mud skate,Bathyraja taranetzi,109,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,932,Kodiak,101,200
GOA,1996,460,roughtail skate,Bathyraja trachura,6,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,944,Yakutat,301,500
GOA,1996,460,roughtail skate,Bathyraja trachura,8,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,951,Southeastern,10,100
GOA,1996,460,roughtail skate,Bathyraja trachura,11,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,934,Kodiak,301,500
GOA,1996,460,roughtail skate,Bathyraja trachura,12,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,954,Southeastern,301,500
GOA,1996,460,roughtail skate,Bathyraja trachura,13,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,924,Chirikof,301,500
GOA,1996,460,roughtail skate,Bathyraja trachura,16,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,914,Shumagin,301,500
GOA,1996,460,roughtail skate,Bathyraja trachura,22,1,15.4,236.1283494,2.3,5.260154809,42.8,1835.345288,0,132,6394,40885392.91,0,19656,9/29/2021 10:30,913,Shumagin,201,300
GOA,1996,460,roughtail skate,Bathyraja trachura,27,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,943,Yakutat,201,300
GOA,1996,460,roughtail skate,Bathyraja trachura,28,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,953,Southeastern,201,300
GOA,1996,460,roughtail skate,Bathyraja trachura,31,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,933,Kodiak,201,300
GOA,1996,460,roughtail skate,Bathyraja trachura,32,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,923,Chirikof,201,300
GOA,1996,460,roughtail skate,Bathyraja trachura,33,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,941,Yakutat,10,100
GOA,1996,460,roughtail skate,Bathyraja trachura,50,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,942,Yakutat,101,200
GOA,1996,460,roughtail skate,Bathyraja trachura,50,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,952,Southeastern,101,200
GOA,1996,460,roughtail skate,Bathyraja trachura,59,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,931,Kodiak,10,100
GOA,1996,460,roughtail skate,Bathyraja trachura,60,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,912,Shumagin,101,200
GOA,1996,460,roughtail skate,Bathyraja trachura,68,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,922,Chirikof,101,200
GOA,1996,460,roughtail skate,Bathyraja trachura,70,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,921,Chirikof,10,100
GOA,1996,460,roughtail skate,Bathyraja trachura,102,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,911,Shumagin,10,100
GOA,1996,460,roughtail skate,Bathyraja trachura,109,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,932,Kodiak,101,200
GOA,1996,471,Alaska skate,Bathyraja parmifera,6,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,944,Yakutat,301,500
GOA,1996,471,Alaska skate,Bathyraja parmifera,8,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,951,Southeastern,10,100
GOA,1996,471,Alaska skate,Bathyraja parmifera,11,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,934,Kodiak,301,500
GOA,1996,471,Alaska skate,Bathyraja parmifera,12,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,954,Southeastern,301,500
GOA,1996,471,Alaska skate,Bathyraja parmifera,13,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,924,Chirikof,301,500
GOA,1996,471,Alaska skate,Bathyraja parmifera,16,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,914,Shumagin,301,500
GOA,1996,471,Alaska skate,Bathyraja parmifera,22,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,913,Shumagin,201,300
GOA,1996,471,Alaska skate,Bathyraja parmifera,27,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,943,Yakutat,201,300
GOA,1996,471,Alaska skate,Bathyraja parmifera,28,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,953,Southeastern,201,300
GOA,1996,471,Alaska skate,Bathyraja parmifera,31,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,933,Kodiak,201,300
GOA,1996,471,Alaska skate,Bathyraja parmifera,32,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,923,Chirikof,201,300
GOA,1996,471,Alaska skate,Bathyraja parmifera,33,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,941,Yakutat,10,100
GOA,1996,471,Alaska skate,Bathyraja parmifera,50,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,942,Yakutat,101,200
GOA,1996,471,Alaska skate,Bathyraja parmifera,50,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,952,Southeastern,101,200
GOA,1996,471,Alaska skate,Bathyraja parmifera,59,1,2.964193064,8.757372788,0.568885538,0.317727811,114,12991.27627,0,349,21710,471338821.6,0,66520,9/29/2021 10:30,931,Kodiak,10,100
GOA,1996,471,Alaska skate,Bathyraja parmifera,60,1,3.461454558,12.01120399,0.512233186,0.267569703,50.9,2587.490164,0,161,7592,57640680.87,0,23991,9/29/2021 10:30,912,Shumagin,101,200
GOA,1996,471,Alaska skate,Bathyraja parmifera,68,5,21.56764462,131.5872512,2.748111378,1.856833351,513.6,74845.99812,0,1084,66085,1056155092,0,133877,9/29/2021 10:30,922,Chirikof,101,200
GOA,1996,471,Alaska skate,Bathyraja parmifera,70,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,921,Chirikof,10,100
GOA,1996,471,Alaska skate,Bathyraja parmifera,102,1,1.63471426,2.685990693,0.302724863,0.085650213,67.7,4578.932146,0,206,12084,146011866.9,0,36831,9/29/2021 10:30,911,Shumagin,10,100
GOA,1996,471,Alaska skate,Bathyraja parmifera,109,2,4.229501651,8.889578718,0.972255732,0.600072822,182.4,16691.45049,0,449,42205,1126722213,0,111487,9/29/2021 10:30,932,Kodiak,101,200
GOA,1996,472,Aleutian skate,Bathyraja aleutica,6,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,944,Yakutat,301,500
GOA,1996,472,Aleutian skate,Bathyraja aleutica,8,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,951,Southeastern,10,100
GOA,1996,472,Aleutian skate,Bathyraja aleutica,11,1,8.6,74.61126562,3.8,14.0797119,25.2,632.5840582,0,81,10926,119373411.2,0,34974,9/29/2021 10:30,934,Kodiak,301,500
GOA,1996,472,Aleutian skate,Bathyraja aleutica,12,2,27.45213102,324.1260959,7.671554421,25.2284627,85.6,3149.082077,0,215,23910,245109853,0,60013,9/29/2021 10:30,954,Southeastern,301,500
GOA,1996,472,Aleutian skate,Bathyraja aleutica,13,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,924,Chirikof,301,500
GOA,1996,472,Aleutian skate,Bathyraja aleutica,16,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,914,Shumagin,301,500
GOA,1996,472,Aleutian skate,Bathyraja aleutica,22,1,1.9,3.740524276,1.9,3.75553138,5.4,29.07382203,0,17,5403,29190467.13,0,16608,9/29/2021 10:30,913,Shumagin,201,300
GOA,1996,472,Aleutian skate,Bathyraja aleutica,27,1,34.84066552,1213.750343,2.354099021,5.639870579,180.1,32442.85162,0,577,12278,150750510.9,0,39302,9/29/2021 10:30,943,Yakutat,201,300
GOA,1996,472,Aleutian skate,Bathyraja aleutica,28,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,953,Southeastern,201,300
GOA,1996,472,Aleutian skate,Bathyraja aleutica,31,4,117.6716634,4161.532158,17.15374783,76.26433944,1352.1,549434.6773,0,3166,197073,10068953245,0,442615,9/29/2021 10:30,933,Kodiak,201,300
GOA,1996,472,Aleutian skate,Bathyraja aleutica,32,5,249.1844303,16783.89889,18.65412692,77.94704534,2877.3,2237501.491,0,5980,214979,10391306053,3560,426398,9/29/2021 10:30,923,Chirikof,201,300
GOA,1996,472,Aleutian skate,Bathyraja aleutica,33,1,7.52239052,56.8094076,1.134328729,1.322132158,125.6,15770.50266,0,386,19158,367028800.2,0,58892,9/29/2021 10:30,941,Yakutat,10,100
GOA,1996,472,Aleutian skate,Bathyraja aleutica,50,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,952,Southeastern,101,200
GOA,1996,472,Aleutian skate,Bathyraja aleutica,50,2,13.74104913,94.80247001,1.747959624,1.528255503,404.2,81840.91524,0,999,51358,1319309814,0,126908,9/29/2021 10:30,942,Yakutat,101,200
GOA,1996,472,Aleutian skate,Bathyraja aleutica,59,3,7.686435958,34.32627401,2.183826435,2.299618604,296,50921.90543,0,780,83844,3411409028,0,209128,9/29/2021 10:30,931,Kodiak,10,100
GOA,1996,472,Aleutian skate,Bathyraja aleutica,60,2,5.222020553,17.39801184,1.111068203,0.621915956,76.2,3747.932725,0,200,16450,133975030.4,0,39843,9/29/2021 10:30,912,Shumagin,101,200
GOA,1996,472,Aleutian skate,Bathyraja aleutica,68,4,20.09655187,136.4485015,1.863532041,0.889576153,479.3,77611.0466,0,1042,44648,505985302.4,0,90109,9/29/2021 10:30,922,Chirikof,101,200
GOA,1996,472,Aleutian skate,Bathyraja aleutica,70,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,921,Chirikof,10,100
GOA,1996,472,Aleutian skate,Bathyraja aleutica,102,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,911,Shumagin,10,100
GOA,1996,472,Aleutian skate,Bathyraja aleutica,109,8,14.60575509,29.47076105,3.99927648,2.847032472,632,55335.55242,157,1107,173527,5345709067,25763,321291,9/29/2021 10:30,932,Kodiak,101,200
GOA,1996,480,whiteblotched skate,Bathyraja maculata,6,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,944,Yakutat,301,500
GOA,1996,480,whiteblotched skate,Bathyraja maculata,8,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,951,Southeastern,10,100
GOA,1996,480,whiteblotched skate,Bathyraja maculata,11,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,934,Kodiak,301,500
GOA,1996,480,whiteblotched skate,Bathyraja maculata,12,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,954,Southeastern,301,500
GOA,1996,480,whiteblotched skate,Bathyraja maculata,13,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,924,Chirikof,301,500
GOA,1996,480,whiteblotched skate,Bathyraja maculata,16,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,914,Shumagin,301,500
GOA,1996,480,whiteblotched skate,Bathyraja maculata,22,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,913,Shumagin,201,300
GOA,1996,480,whiteblotched skate,Bathyraja maculata,27,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,943,Yakutat,201,300
GOA,1996,480,whiteblotched skate,Bathyraja maculata,28,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,953,Southeastern,201,300
GOA,1996,480,whiteblotched skate,Bathyraja maculata,31,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,933,Kodiak,201,300
GOA,1996,480,whiteblotched skate,Bathyraja maculata,32,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,923,Chirikof,201,300
GOA,1996,480,whiteblotched skate,Bathyraja maculata,33,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,941,Yakutat,10,100
GOA,1996,480,whiteblotched skate,Bathyraja maculata,50,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,942,Yakutat,101,200
GOA,1996,480,whiteblotched skate,Bathyraja maculata,50,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,952,Southeastern,101,200
GOA,1996,480,whiteblotched skate,Bathyraja maculata,59,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,931,Kodiak,10,100
GOA,1996,480,whiteblotched skate,Bathyraja maculata,60,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,912,Shumagin,101,200
GOA,1996,480,whiteblotched skate,Bathyraja maculata,68,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,922,Chirikof,101,200
GOA,1996,480,whiteblotched skate,Bathyraja maculata,70,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,921,Chirikof,10,100
GOA,1996,480,whiteblotched skate,Bathyraja maculata,102,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,911,Shumagin,10,100
GOA,1996,480,whiteblotched skate,Bathyraja maculata,109,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,932,Kodiak,101,200
GOA,1996,485,whitebrow skate,Bathyraja minispinosa,6,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,944,Yakutat,301,500
GOA,1996,485,whitebrow skate,Bathyraja minispinosa,8,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,951,Southeastern,10,100
GOA,1996,485,whitebrow skate,Bathyraja minispinosa,11,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,934,Kodiak,301,500
GOA,1996,485,whitebrow skate,Bathyraja minispinosa,12,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,954,Southeastern,301,500
GOA,1996,485,whitebrow skate,Bathyraja minispinosa,13,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,924,Chirikof,301,500
GOA,1996,485,whitebrow skate,Bathyraja minispinosa,16,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,914,Shumagin,301,500
GOA,1996,485,whitebrow skate,Bathyraja minispinosa,22,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,913,Shumagin,201,300
GOA,1996,485,whitebrow skate,Bathyraja minispinosa,27,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,943,Yakutat,201,300
GOA,1996,485,whitebrow skate,Bathyraja minispinosa,28,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,953,Southeastern,201,300
GOA,1996,485,whitebrow skate,Bathyraja minispinosa,31,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,933,Kodiak,201,300
GOA,1996,485,whitebrow skate,Bathyraja minispinosa,32,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,923,Chirikof,201,300
GOA,1996,485,whitebrow skate,Bathyraja minispinosa,33,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,941,Yakutat,10,100
GOA,1996,485,whitebrow skate,Bathyraja minispinosa,50,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,942,Yakutat,101,200
GOA,1996,485,whitebrow skate,Bathyraja minispinosa,50,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,952,Southeastern,101,200
GOA,1996,485,whitebrow skate,Bathyraja minispinosa,59,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,931,Kodiak,10,100
GOA,1996,485,whitebrow skate,Bathyraja minispinosa,60,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,912,Shumagin,101,200
GOA,1996,485,whitebrow skate,Bathyraja minispinosa,68,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,922,Chirikof,101,200
GOA,1996,485,whitebrow skate,Bathyraja minispinosa,70,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,921,Chirikof,10,100
GOA,1996,485,whitebrow skate,Bathyraja minispinosa,102,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,911,Shumagin,10,100
GOA,1996,485,whitebrow skate,Bathyraja minispinosa,109,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,932,Kodiak,101,200
GOA,1999,400,skate unid.,Rajidae,1,0,0,,0,,0,,,,0,,,,9/29/2021 10:30,916,Shumagin,701,1000
GOA,1999,400,skate unid.,Rajidae,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,956,Southeastern,701,1000
GOA,1999,400,skate unid.,Rajidae,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,946,Yakutat,701,1000
GOA,1999,400,skate unid.,Rajidae,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,955,Southeastern,501,700
GOA,1999,400,skate unid.,Rajidae,4,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,945,Yakutat,501,700
GOA,1999,400,skate unid.,Rajidae,5,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,915,Shumagin,501,700
GOA,1999,400,skate unid.,Rajidae,5,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,935,Kodiak,501,700
GOA,1999,400,skate unid.,Rajidae,6,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,925,Chirikof,501,700
GOA,1999,400,skate unid.,Rajidae,8,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,913,Shumagin,201,300
GOA,1999,400,skate unid.,Rajidae,8,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,924,Chirikof,301,500
GOA,1999,400,skate unid.,Rajidae,8,1,2.5,6.036860081,10.3,105.6854761,7.5,56.73197699,0,25,31515,993189492.3,0,104188,9/29/2021 10:30,926,Chirikof,701,1000
GOA,1999,400,skate unid.,Rajidae,10,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,936,Kodiak,701,1000
GOA,1999,400,skate unid.,Rajidae,10,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/2021 10:30,951,Southeastern,10,100
